0,-1,-1,-1,-1,-1,-1,-1,-1
1,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,1,0
3,0,0,0,0,0,1,0,0
4,0,0,0,0,0,1,1,0
5,0,0,0,0,1,0,0,0
6,0,0,0,0,1,0,1,0
7,0,0,0,0,1,1,0,0
8,0,0,0,1,0,0,0,0
9,0,0,0,1,0,0,1,0
10,0,0,0,1,0,1,0,0
11,0,0,0,1,1,0,0,0
12,0,0,1,0,0,0,0,0
13,0,0,1,0,0,0,0,1
14,0,0,1,0,0,0,1,0
15,0,0,1,0,0,0,1,1
16,0,0,1,0,0,1,0,0
17,0,0,1,0,0,1,0,1
18,0,0,1,0,0,1,1,0
19,0,0,1,0,1,0,0,0
20,0,0,1,0,1,0,0,1
21,0,0,1,0,1,0,1,0
22,0,0,1,0,1,1,0,0
23,0,0,1,1,0,0,0,0
24,0,0,1,1,0,0,0,1
25,0,0,1,1,0,0,1,0
26,0,0,1,1,0,1,0,0
27,0,0,1,1,1,0,0,0
28,1,0,0,0,0,0,0,0
29,1,0,0,0,0,0,1,0
30,1,0,0,0,0,1,0,0
31,1,0,0,0,0,1,1,0
32,1,0,0,0,1,0,0,0
33,1,0,0,0,1,0,1,0
34,1,0,0,0,1,1,0,0
35,1,0,0,1,0,0,0,0
36,1,0,0,1,0,0,0,1
37,1,0,0,1,0,0,1,0
38,1,0,0,1,0,0,1,1
39,1,0,0,1,0,1,0,0
40,1,0,0,1,0,1,0,1
41,1,0,0,1,0,1,1,0
42,1,0,0,1,1,0,0,0
43,1,0,0,1,1,0,0,1
44,1,0,0,1,1,0,1,0
45,1,0,0,1,1,1,0,0
46,1,0,1,0,0,0,0,0
47,1,0,1,0,0,0,1,0
48,1,0,1,0,0,1,0,0
49,1,0,1,0,1,0,0,0
50,1,0,1,1,0,0,0,0
51,1,0,1,1,0,0,0,1
52,1,0,1,1,0,0,1,0
53,1,0,1,1,0,1,0,0
54,1,0,1,1,1,0,0,0
55,2,0,0,0,0,0,0,0
56,2,0,0,0,0,0,1,0
57,2,0,0,0,0,1,0,0
58,2,0,0,0,0,1,1,0
59,2,0,0,0,1,0,0,0
60,2,0,0,0,1,0,0,1
61,2,0,0,0,1,0,1,0
62,2,0,0,0,1,0,1,1
63,2,0,0,0,1,1,0,0
64,2,0,0,0,1,1,0,1
65,2,0,0,0,1,1,1,0
66,2,0,0,1,0,0,0,0
67,2,0,0,1,0,0,1,0
68,2,0,0,1,0,1,0,0
69,2,0,0,1,1,0,0,0
70,2,0,0,1,1,0,0,1
71,2,0,0,1,1,0,1,0
72,2,0,0,1,1,1,0,0
73,2,0,1,0,0,0,0,0
74,2,0,1,0,0,0,1,0
75,2,0,1,0,0,1,0,0
76,2,0,1,0,1,0,0,0
77,2,0,1,0,1,0,0,1
78,2,0,1,0,1,0,1,0
79,2,0,1,0,1,1,0,0
80,2,0,1,1,0,0,0,0
81,2,0,1,1,1,0,0,0
82,3,0,0,0,0,0,0,0
83,3,0,0,0,0,0,1,0
84,3,0,0,0,0,1,0,0
85,3,0,0,0,0,1,0,1
86,3,0,0,0,0,1,1,0
87,3,0,0,0,0,1,1,1
88,3,0,0,0,1,0,0,0
89,3,0,0,0,1,0,1,0
90,3,0,0,0,1,1,0,0
91,3,0,0,0,1,1,0,1
92,3,0,0,0,1,1,1,0
93,3,0,0,1,0,0,0,0
94,3,0,0,1,0,0,1,0
95,3,0,0,1,0,1,0,0
96,3,0,0,1,0,1,0,1
97,3,0,0,1,0,1,1,0
98,3,0,0,1,1,0,0,0
99,3,0,0,1,1,1,0,0
100,3,0,1,0,0,0,0,0
101,3,0,1,0,0,0,1,0
102,3,0,1,0,0,1,0,0
103,3,0,1,0,0,1,0,1
104,3,0,1,0,0,1,1,0
105,3,0,1,0,1,0,0,0
106,3,0,1,0,1,1,0,0
107,3,0,1,1,0,0,0,0
108,3,0,1,1,0,1,0,0
109,4,0,0,0,0,0,0,0
110,4,0,0,0,0,0,1,0
111,4,0,0,0,0,0,1,1
112,4,0,0,0,0,1,0,0
113,4,0,0,0,0,1,1,0
114,4,0,0,0,0,1,1,1
115,4,0,0,0,1,0,0,0
116,4,0,0,0,1,0,1,0
